"Common_Name"	"Scientific_Name"	"Subspecies"	"Family"	"Taxonomy"	"Longitude_dd"	"Latitude_dd"	"Altitude_min_m"	"Altitude_mean_m"	"Altitude_max_m"	"Location_Region"	"Location_Specific"	"Habitat_type"	"Observation_Month_Begin"	"Observation_Year_Begin"	"Observation_Month_End"	"Observation_Year_End"	"Observation_Season"	"Analysis_Number"	"Prey_Kingdom"	"Prey_Phylum"	"Prey_Class"	"Prey_Order"	"Prey_Suborder"	"Prey_Family"	"Prey_Genus"	"Prey_Scientific_Name"	"Inclusive"	"Prey_Name_ITIS_ID"	"Prey_Name_Status"	"Prey_Stage"	"Prey_Part"	"Prey_Common_Name"	"Fraction_Diet"	"Diet_Type"	"Item_Sample_Size"	"Bird_Sample_Size"	"Sites"	"Study_Type"	"Notes"	"Entered_By"	"Source"
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Anyphaenidae"	"Anyphaena"	"Anyphaena pectorosa"	"yes"	"874178"	"verified"	NA	NA	""	0.455	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Araneidae"	"Neoscona"	"Neoscona crucifera"	"yes"	"862479"	"verified"	NA	NA	""	0.614	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Linyphiidae"	"Pityohyphantes"	""	"yes"	"849144"	"verified"	NA	NA	""	0.091	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Salticidae"	"Naphrys"	"Naphrys pulex"	"yes"	"884321"	"verified"	NA	NA	""	0.159	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Salticidae"	"Pelegrina"	"Pelegrina galathea"	"yes"	"886159"	"verified"	NA	NA	""	0.182	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Tetragnathidae"	"Leucauge"	"Leucauge venusta"	"yes"	"859587"	"verified"	NA	NA	""	0.091	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	NA	"Theridiidae"	"Parasteatoda"	"Parasteatoda tepidariorum"	"yes"	"864144"	"verified"	NA	NA	""	0.75	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Insecta"	"Blattodea"	NA	"Cryptocercidae"	"Cryptocercus"	"Cryptocercus punctulatus"	"yes"	"102401"	"verified"	NA	NA	""	0.023	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Adephaga"	"Carabidae"	"Amphasia"	"Amphasia interstitialis"	"yes"	"111188"	"verified"	NA	NA	""	1	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
"Acadian Flycatcher"	"Empidonax virescens"	NA	"Tyrannidae"	"eBird_Taxonomy_2018"	NA	NA	NA	NA	NA	"Pennsylvania"	"Powdermill Nature Reserve"	"deciduous forest"	4	2015	7	2015	"Spring; Summer"	NA	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Adephaga"	"Carabidae"	"Chlaenius"	"Chlaenius impunctifrons"	"yes"	"111467"	"verified"	NA	NA	""	0.091	"Occurrence"	NA	44	3	"DNA sequencing"	""	"JF"	"Trevelline, B. K., T. Nuttle, B. D. Hoenig, N. L. Brouwer, B. A. Porter, and S. C. Latta. 2018. DNA metabarcoding of nestling feces reveals provisioning of aquatic prey and resource partitioning among neotropical migratory songbirds in a riparian habitat. Oecologia 187: 85-98.  "
