level	name	condition	replacewith	notes
Class	Rodentia	wrong rank; too high	Mammalia	Order = Rodentia
Class	Reptilia/Amphibia	unmatched	Reptilia/Amphibia	keep as is
Class	Crustacea	wrong rank; too low	Arthropoda	Common_Name = crustacean
Class	Pseudoscorpionida	wrong rank; too low	Pseudoscorpiones	
Class	Arthropoda	wrong rank; too low		Phylum = Arthropoda
Class	Chordata	wrong rank; too low		Phylum = Chordata
Class	Myriapoda	wrong rank; too low		
Class	Oligochaeta	unmatched	Clitellata	
Class	Hirudinida	wrong rank; too high	Hirudinea	
Class	Actinopteri	unmatched	Teleostei	
Phylum	Streptophyta	wrong rank; too low	Tracheophyta	
Phylum	Foraminifera	unmatched	Protozoa	Kingdom = Protozoa & Class = Granuloreticulosea & Order = Foraminiferida & Common_Name = foraminifera
Phylum	Bacillariophyta	wrong rank; too low	Bacillariophyceae	Kingdom = Chromista
