Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source	doi	sex	age_class	within_study_data_source	table_fig_number	title	lastname_author	source_year	journal
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake2	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak3																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake3	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak4																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake4	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak5																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake5	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak6																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake6	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak7																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake7	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak8																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake8	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak9																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake9	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak10																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake10	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak11																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake11	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak12																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake12	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak13																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake13	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak14																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake14	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak15																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake15	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak16																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake16	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak17																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake17	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak18																											
fake 	fake	lkjfdl	34223	4234	lkjafslk;j	fake18	2	2	2	2	2	2	2	2	2	2	2	2	fake 	fake	fake	fake	fak19																											
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
